,subject_id,accuracy,object,response,true_value,environment_coded
71819,60811,0,object529.jpg,1,,raw/stabvol
71828,60811,0,object459.jpg,0.2,0.8,raw/stabvol
71831,60811,0,object413.jpg,0.4,,raw/stabvol
71843,60811,0,object261.jpg,0.6,0.8,raw/stabvol
71861,60811,1,object224.jpg,1,1.0,raw/stabvol
71870,60811,0,object201.jpg,0.2,0.4,raw/stabvol
71879,60811,0,object616.jpg,0.8,0.2,raw/stabvol
71882,60811,0,object630.jpg,1,0.6,raw/stabvol
71888,60811,1,object253.jpg,1,1.0,raw/stabvol
71891,60811,0,object426.jpg,0.8,0.4,raw/stabvol
71897,60811,1,object372.jpg,1,1.0,raw/stabvol
71927,60811,0,object91.jpg,0.6,0.8,raw/stabvol
71996,60811,0,object274.jpg,0.4,,raw/stabvol
72020,89773,0,object482.jpg,0.4,1.0,raw/stabvol
72131,89773,0,object80.jpg,0.2,0.8,raw/stabvol
72203,89773,0,object607.jpg,0.2,,raw/stabvol
72275,30522,1,object183.jpg,0.2,0.2,raw/stabvol
72278,30522,0,object247.jpg,0.8,0.4,raw/stabvol
72293,30522,1,object363.jpg,1,1.0,raw/stabvol
72296,30522,0,object73.jpg,1,0.8,raw/stabvol
72299,30522,1,object21.jpg,1,1.0,raw/stabvol
72311,30522,1,object208.jpg,0.4,0.4,raw/stabvol
72317,30522,1,object594.jpg,0.6,0.6,raw/stabvol
72344,30522,1,object533.jpg,0.8,0.8,raw/stabvol
72347,30522,1,object54.jpg,0.4,0.4,raw/stabvol
72359,30522,0,object662.jpg,0.6,0.2,raw/stabvol
72371,30522,0,object590.jpg,0.6,0.4,raw/stabvol
72392,30522,1,object163.jpg,0,0.0,raw/stabvol
72395,30522,0,object422.jpg,0.4,0.6,raw/stabvol
72398,30522,1,object514.jpg,1,1.0,raw/stabvol
72401,30522,0,object226.jpg,0.6,0.8,raw/stabvol
72407,30522,0,object41.jpg,0.2,0.6,raw/stabvol
72410,30522,1,object278.jpg,1,1.0,raw/stabvol
72488,44821,0,object574.jpg,0.2,,raw/stabvol
72506,44821,0,object174.jpg,0.4,,raw/stabvol
72512,44821,0,object480.jpg,0.8,0.4,raw/stabvol
72527,44821,0,object203.jpg,0.4,0.0,raw/stabvol
72533,44821,0,object260.jpg,0.2,,raw/stabvol
72536,44821,0,object265.jpg,0.4,1.0,raw/stabvol
72542,44821,0,object431.jpg,0.4,0.6,raw/stabvol
72545,44821,0,object65.jpg,0.6,0.8,raw/stabvol
72566,44821,0,object285.jpg,0.6,1.0,raw/stabvol
72569,44821,0,object549.jpg,0.6,,raw/stabvol
72587,44821,0,object582.jpg,0.6,0.0,raw/stabvol
72596,44821,0,object653.jpg,0.4,,raw/stabvol
72614,44821,0,object224.jpg,0.6,0.8,raw/stabvol
72617,44821,0,object184.jpg,0.8,,raw/stabvol
72620,44821,0,object283.jpg,0,,raw/stabvol
72626,44821,0,object506.jpg,1,0.4,raw/stabvol
72632,44821,0,object220.jpg,0.4,,raw/stabvol
72635,44821,0,object164.jpg,0.2,,raw/stabvol
72638,44821,0,object295.jpg,0.6,,raw/stabvol
72641,44821,0,object602.jpg,0.4,,raw/stabvol
72644,44821,0,object551.jpg,0.2,,raw/stabvol
72653,44821,0,object107.jpg,0.4,,raw/stabvol
72656,44821,0,object464.jpg,0.2,,raw/stabvol
72662,44821,0,object362.jpg,0.8,,raw/stabvol
72665,44821,0,object97.jpg,0.4,,raw/stabvol
72668,44821,0,object604.jpg,1,0.2,raw/stabvol
72671,44821,0,object70.jpg,0.2,,raw/stabvol
72674,44821,1,object43.jpg,0.2,0.2,raw/stabvol
72677,44821,0,object565.jpg,0.6,,raw/stabvol
72680,44821,0,object12.jpg,0.6,0.4,raw/stabvol
72683,44821,0,object303.jpg,1,,raw/stabvol
72686,44821,0,object477.jpg,1,,raw/stabvol
72689,44821,0,object451.jpg,1,,raw/stabvol
72701,44821,0,object26.jpg,0.6,,raw/stabvol
72704,44821,0,object463.jpg,0.6,,raw/stabvol
72710,44821,0,object323.jpg,0.4,,raw/stabvol
72713,44821,0,object637.jpg,0.6,,raw/stabvol
72716,44821,0,object146.jpg,0.2,,raw/stabvol
72719,44821,0,object26.jpg,0,,raw/stabvol
72722,21118,0,object610.jpg,0.4,1.0,raw/stabvol
72770,21118,0,object569.jpg,0.6,0.8,raw/stabvol
72797,21118,1,object534.jpg,0.2,0.2,raw/stabvol
72812,21118,1,object482.jpg,0.6,0.6,raw/stabvol
72818,21118,1,object484.jpg,0.4,0.4,raw/stabvol
72821,21118,0,object286.jpg,0.2,0.4,raw/stabvol
72842,21118,0,object203.jpg,0.4,0.0,raw/stabvol
72857,21118,0,object352.jpg,0.6,0.0,raw/stabvol
72875,21118,0,object21.jpg,0.4,0.8,raw/stabvol
72896,21118,1,object654.jpg,0.2,0.2,raw/stabvol
72974,23967,0,object499.jpg,0.2,0.4,raw/stabvol
72983,23967,0,object646.jpg,0.4,0.0,raw/stabvol
72998,23967,1,object328.jpg,0.2,0.2,raw/stabvol
73001,23967,0,object449.jpg,0.4,1.0,raw/stabvol
73007,23967,1,object661.jpg,0.4,0.4,raw/stabvol
73022,23967,0,object145.jpg,0.8,0.6,raw/stabvol
73049,23967,0,object17.jpg,0.4,0.2,raw/stabvol
73100,23967,1,object293.jpg,0.4,0.4,raw/stabvol
73220,13900,0,object356.jpg,1,0.0,raw/stabvol
73253,13900,0,object26.jpg,1,0.6,raw/stabvol
73301,13900,1,object181.jpg,1,1.0,raw/stabvol
73313,13900,1,object178.jpg,0.4,0.4,raw/stabvol
73316,13900,0,object256.jpg,0.4,0.0,raw/stabvol
73340,13900,0,object239.jpg,1,0.0,raw/stabvol
73361,13900,0,object327.jpg,0.8,1.0,raw/stabvol
73391,13900,0,object214.jpg,1,,raw/stabvol
73442,38644,0,object551.jpg,0.4,0.2,raw/stabvol
73487,38644,0,object444.jpg,0.2,0.0,raw/stabvol
73490,38644,0,object367.jpg,0.4,,raw/stabvol
73493,38644,1,object656.jpg,0.6,0.6,raw/stabvol
73514,38644,0,object335.jpg,0.6,0.8,raw/stabvol
73529,38644,0,object188.jpg,0.6,0.4,raw/stabvol
73556,38644,1,object509.jpg,0,0.0,raw/stabvol
73559,38644,0,object448.jpg,0.4,0.2,raw/stabvol
73562,38644,0,object400.jpg,0.4,,raw/stabvol
73565,38644,0,object600.jpg,0.4,0.6,raw/stabvol
73568,38644,1,object484.jpg,0.2,0.2,raw/stabvol
73571,38644,0,object197.jpg,0.6,,raw/stabvol
73589,38644,1,object350.jpg,0,0.0,raw/stabvol
73592,38644,1,object91.jpg,0.4,0.4,raw/stabvol
73601,38644,1,object491.jpg,1,1.0,raw/stabvol
73607,38644,1,object155.jpg,1,1.0,raw/stabvol
73625,38644,0,object403.jpg,0.4,,raw/stabvol
73691,13522,0,object64.jpg,0.4,,raw/stabvol
73706,13522,0,object128.jpg,0.4,0.8,raw/stabvol
73742,13522,0,object538.jpg,0.2,,raw/stabvol
73772,13522,0,object588.jpg,0.4,0.0,raw/stabvol
73940,98214,0,object521.jpg,0.4,0.2,raw/stabvol
73946,98214,0,object607.jpg,0.4,0.6,raw/stabvol
73973,98214,0,object110.jpg,0.6,0.2,raw/stabvol
73988,98214,1,object140.jpg,0.2,0.2,raw/stabvol
73994,98214,0,object114.jpg,0,0.4,raw/stabvol
74018,98214,1,object526.jpg,0.6,0.6,raw/stabvol
74021,98214,0,object319.jpg,0,0.2,raw/stabvol
74042,98214,0,object153.jpg,0.8,1.0,raw/stabvol
74054,98214,0,object79.jpg,0.2,1.0,raw/stabvol
74060,98214,0,object125.jpg,0.2,0.8,raw/stabvol
74111,98214,0,object413.jpg,0.2,,raw/stabvol
74180,77963,0,object158.jpg,0.4,0.0,raw/stabvol
74183,77963,1,object474.jpg,1,1.0,raw/stabvol
74204,77963,0,object381.jpg,0.2,1.0,raw/stabvol
74210,77963,0,object358.jpg,0,,raw/stabvol
74216,77963,0,object242.jpg,0.4,0.8,raw/stabvol
74234,77963,0,object425.jpg,0,0.4,raw/stabvol
74273,77963,0,object508.jpg,0.6,1.0,raw/stabvol
74333,77963,0,object599.jpg,0.4,,raw/stabvol
74339,77963,0,object127.jpg,1,,raw/stabvol
74357,77963,0,object22.jpg,0.2,,raw/stabvol
74369,77963,0,object622.jpg,0.2,,raw/stabvol
74375,77963,0,object187.jpg,0.2,,raw/stabvol
74396,77963,0,object370.jpg,0.2,,raw/stabvol
74414,34368,0,object108.jpg,0.4,0.2,raw/stabvol
74417,34368,0,object201.jpg,0.6,0.8,raw/stabvol
74426,34368,0,object330.jpg,0.2,0.6,raw/stabvol
74447,34368,0,object218.jpg,0.8,0.6,raw/stabvol
74480,34368,0,object446.jpg,0.6,,raw/stabvol
74513,34368,0,object338.jpg,0.6,0.0,raw/stabvol
74600,34368,0,object412.jpg,0.6,,raw/stabvol
74624,34368,0,object573.jpg,0.4,,raw/stabvol
74645,74398,0,object511.jpg,0.8,0.6,raw/stabvol
74648,74398,1,object441.jpg,0.6,0.6,raw/stabvol
74651,74398,0,object289.jpg,0.6,0.8,raw/stabvol
74675,74398,0,object312.jpg,0.4,0.2,raw/stabvol
74678,74398,1,object253.jpg,1,1.0,raw/stabvol
74693,74398,0,object614.jpg,0,0.2,raw/stabvol
74705,74398,0,object498.jpg,0.4,0.6,raw/stabvol
74708,74398,1,object310.jpg,0.2,0.2,raw/stabvol
74726,74398,0,object490.jpg,0.4,0.8,raw/stabvol
74738,74398,1,object85.jpg,0.6,0.6,raw/stabvol
74765,74398,0,object623.jpg,0,,raw/stabvol
74777,74398,1,object562.jpg,1,1.0,raw/stabvol
74792,74398,0,object512.jpg,0.2,0.4,raw/stabvol
74795,74398,1,object291.jpg,1,1.0,raw/stabvol
74816,74398,1,object355.jpg,0,0.0,raw/stabvol
74885,48942,0,object499.jpg,0.4,0.6,raw/stabvol
74903,48942,0,object373.jpg,0.4,,raw/stabvol
74912,48942,1,object363.jpg,0.6,0.6,raw/stabvol
74939,48942,0,object263.jpg,0.8,0.6,raw/stabvol
74969,48942,0,object255.jpg,1,0.2,raw/stabvol
75005,48942,0,object424.jpg,0.4,,raw/stabvol
75074,48942,0,object302.jpg,0.2,,raw/stabvol
75122,21252,0,object416.jpg,0.6,0.2,raw/stabvol
75125,21252,0,object614.jpg,0.2,0.0,raw/stabvol
75146,21252,1,object320.jpg,0.6,0.6,raw/stabvol
75152,21252,0,object581.jpg,0.6,0.4,raw/stabvol
75164,21252,1,object578.jpg,0.2,0.2,raw/stabvol
75167,21252,0,object280.jpg,0.6,0.0,raw/stabvol
75170,21252,0,object216.jpg,0,0.4,raw/stabvol
75179,21252,0,object595.jpg,0.4,1.0,raw/stabvol
75230,21252,0,object467.jpg,0,0.2,raw/stabvol
75239,21252,0,object436.jpg,0.4,0.6,raw/stabvol
75245,21252,0,object84.jpg,0.4,0.8,raw/stabvol
75368,92744,0,object180.jpg,0.2,0.8,raw/stabvol
75371,92744,0,object611.jpg,0.6,0.4,raw/stabvol
75377,92744,0,object384.jpg,0.6,1.0,raw/stabvol
75398,92744,0,object600.jpg,1,0.6,raw/stabvol
75410,92744,0,object29.jpg,0.2,0.6,raw/stabvol
75422,92744,0,object190.jpg,0.6,0.4,raw/stabvol
75455,92744,0,object83.jpg,0.8,0.2,raw/stabvol
75461,92744,0,object650.jpg,0,1.0,raw/stabvol
75467,92744,0,object550.jpg,0.6,0.4,raw/stabvol
75473,92744,0,object492.jpg,0.2,0.0,raw/stabvol
75512,92744,0,object489.jpg,0.6,0.8,raw/stabvol
75527,92744,0,object73.jpg,0.6,,raw/stabvol
75533,92744,0,object434.jpg,0.2,,raw/stabvol
75539,92744,0,object504.jpg,0.8,,raw/stabvol
75548,92744,1,object566.jpg,1,1.0,raw/stabvol
75563,92744,0,object445.jpg,0.4,,raw/stabvol
75584,92744,0,object51.jpg,0.2,,raw/stabvol
75599,92744,0,object403.jpg,0.6,,raw/stabvol
75611,68925,1,object188.jpg,0.4,0.4,raw/stabvol
75629,68925,0,object236.jpg,0.2,0.0,raw/stabvol
75644,68925,1,object626.jpg,0.8,0.8,raw/stabvol
75671,68925,0,object103.jpg,0.6,1.0,raw/stabvol
75680,68925,1,object343.jpg,0.8,0.8,raw/stabvol
75683,68925,0,object287.jpg,0.4,0.6,raw/stabvol
75698,68925,0,object545.jpg,0.4,1.0,raw/stabvol
75701,68925,1,object512.jpg,1,1.0,raw/stabvol
75728,68925,0,object658.jpg,0.2,0.0,raw/stabvol
75767,68925,0,object99.jpg,0.4,1.0,raw/stabvol
75773,68925,1,object226.jpg,0.2,0.2,raw/stabvol
75845,66909,1,object323.jpg,0.6,0.6,raw/stabvol
75851,66909,1,object301.jpg,0.8,0.8,raw/stabvol
75854,66909,1,object526.jpg,0,0.0,raw/stabvol
75857,66909,0,object15.jpg,0.2,0.6,raw/stabvol
75860,66909,0,object576.jpg,0.2,0.8,raw/stabvol
75863,66909,0,object420.jpg,0.6,0.4,raw/stabvol
75866,66909,1,object328.jpg,0,0.0,raw/stabvol
75872,66909,0,object187.jpg,0,0.6,raw/stabvol
75875,66909,1,object432.jpg,0,0.0,raw/stabvol
75884,66909,0,object469.jpg,0.2,1.0,raw/stabvol
75893,66909,1,object400.jpg,0.4,0.4,raw/stabvol
75908,66909,1,object77.jpg,0.2,0.2,raw/stabvol
75917,66909,1,object494.jpg,1,1.0,raw/stabvol
75926,66909,0,object156.jpg,0.4,0.2,raw/stabvol
75929,66909,1,object240.jpg,1,1.0,raw/stabvol
75935,66909,1,object192.jpg,1,1.0,raw/stabvol
75950,66909,0,object316.jpg,0.2,0.0,raw/stabvol
75977,66909,0,object275.jpg,0,0.8,raw/stabvol
75989,66909,0,object534.jpg,0.4,0.8,raw/stabvol
76004,66909,0,object86.jpg,0.8,0.2,raw/stabvol
76010,66909,0,object652.jpg,1,0.2,raw/stabvol
76088,32850,0,object658.jpg,0.6,0.4,raw/stabvol
76091,32850,0,object201.jpg,0.2,0.4,raw/stabvol
76094,32850,0,object346.jpg,1,0.8,raw/stabvol
76103,32850,0,object409.jpg,0.2,0.4,raw/stabvol
76106,32850,0,object182.jpg,0.4,0.2,raw/stabvol
76112,32850,0,object254.jpg,0.2,0.0,raw/stabvol
76130,32850,0,object632.jpg,1,0.6,raw/stabvol
76133,32850,1,object445.jpg,1,1.0,raw/stabvol
76151,32850,1,object473.jpg,0.6,0.6,raw/stabvol
76160,32850,0,object141.jpg,0.4,,raw/stabvol
76163,32850,1,object445.jpg,1,1.0,raw/stabvol
76187,32850,1,object581.jpg,0.2,0.2,raw/stabvol
76199,32850,0,object342.jpg,1,0.0,raw/stabvol
76229,32850,1,object585.jpg,0,0.0,raw/stabvol
76235,32850,0,object124.jpg,0.4,,raw/stabvol
76238,32850,0,object184.jpg,0.2,1.0,raw/stabvol
76244,32850,0,object437.jpg,0.2,0.6,raw/stabvol
76247,32850,0,object311.jpg,0.4,,raw/stabvol
76250,32850,0,object292.jpg,0.2,,raw/stabvol
76253,32850,0,object126.jpg,0.4,0.6,raw/stabvol
76301,32850,0,object343.jpg,0.4,,raw/stabvol
76307,32850,0,object270.jpg,0.4,,raw/stabvol
76322,46409,1,object448.jpg,0,0.0,raw/stabvol
76337,46409,0,object89.jpg,0.2,,raw/stabvol
76340,46409,0,object120.jpg,0.4,0.6,raw/stabvol
76349,46409,0,object610.jpg,0,0.2,raw/stabvol
76358,46409,0,object416.jpg,0.4,0.6,raw/stabvol
76367,46409,1,object267.jpg,0,0.0,raw/stabvol
76370,46409,0,object628.jpg,0,0.2,raw/stabvol
76376,46409,1,object633.jpg,0.6,0.6,raw/stabvol
76382,46409,1,object436.jpg,1,1.0,raw/stabvol
76394,46409,0,object273.jpg,0.2,1.0,raw/stabvol
76397,46409,1,object361.jpg,1,1.0,raw/stabvol
76400,46409,1,object629.jpg,0.6,0.6,raw/stabvol
76403,46409,0,object222.jpg,0.4,0.2,raw/stabvol
76406,46409,1,object520.jpg,1,1.0,raw/stabvol
76409,46409,0,object357.jpg,0,0.4,raw/stabvol
76412,46409,0,object538.jpg,0.6,0.8,raw/stabvol
76415,46409,0,object584.jpg,0.2,,raw/stabvol
76418,46409,0,object608.jpg,1,0.8,raw/stabvol
76421,46409,1,object83.jpg,0.8,0.8,raw/stabvol
76424,46409,0,object327.jpg,1,0.8,raw/stabvol
76427,46409,1,object175.jpg,0.4,0.4,raw/stabvol
76430,46409,1,object359.jpg,0.4,0.4,raw/stabvol
76439,46409,0,object571.jpg,0,,raw/stabvol
76451,46409,0,object351.jpg,0.8,,raw/stabvol
76478,46409,0,object413.jpg,1,,raw/stabvol
76505,46409,0,object598.jpg,0.8,,raw/stabvol
76568,38390,0,object218.jpg,0.6,0.2,raw/stabvol
76583,38390,0,object439.jpg,0.4,1.0,raw/stabvol
76616,38390,0,object359.jpg,0.2,0.6,raw/stabvol
76628,38390,0,object56.jpg,0.2,,raw/stabvol
76631,38390,0,object499.jpg,0.6,0.4,raw/stabvol
76649,38390,1,object162.jpg,0.8,0.8,raw/stabvol
76679,38390,0,object598.jpg,0,0.8,raw/stabvol
76718,38390,0,object426.jpg,0,1.0,raw/stabvol
76805,83486,1,object256.jpg,0.6,0.6,raw/stabvol
76808,83486,0,object227.jpg,0.2,0.0,raw/stabvol
76820,83486,0,object88.jpg,0.4,0.6,raw/stabvol
76829,83486,1,object79.jpg,0,0.0,raw/stabvol
76838,83486,0,object539.jpg,0.2,0.8,raw/stabvol
76847,83486,0,object454.jpg,0.4,0.8,raw/stabvol
76853,83486,1,object492.jpg,0.6,0.6,raw/stabvol
76859,83486,0,object414.jpg,0.6,0.2,raw/stabvol
76862,83486,0,object272.jpg,0.2,0.0,raw/stabvol
76871,83486,1,object127.jpg,0.6,0.6,raw/stabvol
76883,83486,0,object146.jpg,0,0.8,raw/stabvol
76892,83486,0,object402.jpg,0.8,1.0,raw/stabvol
76898,83486,0,object171.jpg,0.2,1.0,raw/stabvol
76901,83486,1,object622.jpg,1,1.0,raw/stabvol
76907,83486,0,object171.jpg,0.2,1.0,raw/stabvol
76916,83486,0,object248.jpg,0.6,0.4,raw/stabvol
76973,83486,0,object553.jpg,0.4,,raw/stabvol
77051,52792,0,object456.jpg,0.6,,raw/stabvol
77057,52792,0,object226.jpg,0.4,,raw/stabvol
77069,52792,0,object79.jpg,1,0.2,raw/stabvol
77072,52792,0,object347.jpg,0.8,,raw/stabvol
77102,52792,0,object194.jpg,0.2,0.4,raw/stabvol
77114,52792,0,object644.jpg,0.4,1.0,raw/stabvol
77117,52792,0,object144.jpg,0.8,0.4,raw/stabvol
77123,52792,0,object73.jpg,0,,raw/stabvol
77141,52792,0,object229.jpg,0,,raw/stabvol
77162,52792,0,object462.jpg,0.4,,raw/stabvol
77165,52792,0,object285.jpg,0.2,,raw/stabvol
77168,52792,0,object357.jpg,0.4,0.0,raw/stabvol
77171,52792,0,object333.jpg,0.6,,raw/stabvol
77198,52792,0,object628.jpg,0.4,,raw/stabvol
77219,52792,0,object189.jpg,0,,raw/stabvol
77231,52792,0,object521.jpg,1,,raw/stabvol
77240,52792,0,object189.jpg,0.4,,raw/stabvol
77291,23495,0,object155.jpg,0.6,0.8,raw/stabvol
77294,23495,0,object238.jpg,0.8,1.0,raw/stabvol
77297,23495,0,object544.jpg,0.6,0.4,raw/stabvol
77300,23495,0,object518.jpg,0.4,0.2,raw/stabvol
77309,23495,1,object87.jpg,0.4,0.4,raw/stabvol
77318,23495,1,object659.jpg,0.6,0.6,raw/stabvol
77321,23495,0,object117.jpg,0.2,0.0,raw/stabvol
77339,23495,0,object276.jpg,0.4,0.8,raw/stabvol
77351,23495,1,object113.jpg,0,0.0,raw/stabvol
77357,23495,0,object333.jpg,0.4,0.6,raw/stabvol
77369,23495,1,object184.jpg,1,1.0,raw/stabvol
77522,57272,0,object146.jpg,0.2,0.0,raw/stabvol
77549,57272,0,object237.jpg,0,0.6,raw/stabvol
77570,57272,0,object179.jpg,0.6,0.8,raw/stabvol
77582,57272,0,object453.jpg,0.8,0.2,raw/stabvol
77630,57272,0,object187.jpg,0.2,0.4,raw/stabvol
77786,97806,0,object650.jpg,0.6,,raw/stabvol
77792,97806,0,object529.jpg,0.6,0.2,raw/stabvol
77798,97806,0,object143.jpg,1,0.6,raw/stabvol
77804,97806,0,object434.jpg,0.6,0.2,raw/stabvol
77837,97806,1,object539.jpg,0.6,0.6,raw/stabvol
77840,97806,0,object210.jpg,0.6,0.8,raw/stabvol
77879,97806,1,object223.jpg,1,1.0,raw/stabvol
77906,97806,0,object534.jpg,0.4,0.0,raw/stabvol
77918,97806,0,object370.jpg,0.8,0.4,raw/stabvol
78002,34986,0,object661.jpg,0.4,0.8,raw/stabvol
78005,34986,1,object606.jpg,1,1.0,raw/stabvol
78008,34986,1,object228.jpg,0.2,0.2,raw/stabvol
78017,34986,0,object205.jpg,0.2,0.4,raw/stabvol
78020,34986,1,object66.jpg,1,1.0,raw/stabvol
78035,34986,0,object543.jpg,0.6,0.8,raw/stabvol
78044,34986,1,object454.jpg,0,0.0,raw/stabvol
78065,34986,1,object75.jpg,0.8,0.8,raw/stabvol
78074,34986,0,object246.jpg,0.4,0.2,raw/stabvol
78095,34986,1,object441.jpg,0,0.0,raw/stabvol
78101,34986,0,object332.jpg,0.6,0.2,raw/stabvol
78110,34986,1,object420.jpg,0.4,0.4,raw/stabvol
78119,34986,0,object307.jpg,0.2,0.6,raw/stabvol
78122,34986,1,object176.jpg,1,1.0,raw/stabvol
78125,34986,1,object272.jpg,1,1.0,raw/stabvol
78128,34986,0,object588.jpg,0.2,0.0,raw/stabvol
78131,34986,0,object252.jpg,0.4,0.2,raw/stabvol
78221,34986,0,object414.jpg,0.2,,raw/stabvol
78248,19241,0,object45.jpg,1,0.4,raw/stabvol
78251,19241,1,object514.jpg,0,0.0,raw/stabvol
78272,19241,0,object578.jpg,0,0.6,raw/stabvol
78296,19241,1,object70.jpg,0.2,0.2,raw/stabvol
78308,19241,1,object659.jpg,1,1.0,raw/stabvol
78323,19241,0,object16.jpg,0.2,0.8,raw/stabvol
78365,19241,1,object296.jpg,0,0.0,raw/stabvol
78371,19241,1,object79.jpg,1,1.0,raw/stabvol
78386,19241,1,object608.jpg,0,0.0,raw/stabvol
78491,85812,1,object117.jpg,0.2,0.2,raw/stabvol
78494,85812,0,object259.jpg,0.8,1.0,raw/stabvol
78503,85812,0,object277.jpg,0,0.4,raw/stabvol
78506,85812,0,object84.jpg,0,0.2,raw/stabvol
78521,85812,1,object634.jpg,1,1.0,raw/stabvol
78530,85812,1,object219.jpg,1,1.0,raw/stabvol
78539,85812,0,object457.jpg,0.2,0.6,raw/stabvol
78545,85812,0,object414.jpg,1,0.8,raw/stabvol
78548,85812,0,object622.jpg,0.4,0.0,raw/stabvol
78566,85812,0,object389.jpg,0,0.2,raw/stabvol
78575,85812,0,object22.jpg,0.8,1.0,raw/stabvol
78590,85812,1,object200.jpg,0,0.0,raw/stabvol
78596,85812,1,object87.jpg,0,0.0,raw/stabvol
78626,85812,0,object362.jpg,0,,raw/stabvol
78719,85812,0,object189.jpg,0.2,,raw/stabvol
78737,73376,0,object636.jpg,0.4,,raw/stabvol
78866,73376,0,object568.jpg,0.4,0.2,raw/stabvol
78986,52544,0,object519.jpg,0.8,0.2,raw/stabvol
79031,52544,1,object489.jpg,0.4,0.4,raw/stabvol
79049,52544,1,object337.jpg,1,1.0,raw/stabvol
79076,52544,1,object345.jpg,0.8,0.8,raw/stabvol
79202,25401,0,object50.jpg,0.6,,raw/stabvol
79214,25401,0,object640.jpg,0.4,1.0,raw/stabvol
79226,25401,0,object238.jpg,0.4,0.8,raw/stabvol
79265,25401,0,object480.jpg,0.8,0.0,raw/stabvol
79454,91307,0,object642.jpg,0.8,1.0,raw/stabvol
79457,91307,0,object201.jpg,0.4,0.0,raw/stabvol
79502,91307,0,object398.jpg,0.2,0.6,raw/stabvol
79508,91307,0,object66.jpg,0.4,1.0,raw/stabvol
79541,91307,0,object584.jpg,0.6,0.8,raw/stabvol
79544,91307,0,object160.jpg,0.4,0.0,raw/stabvol
79694,80502,0,object83.jpg,0.6,0.2,raw/stabvol
79703,80502,0,object640.jpg,0.8,0.0,raw/stabvol
79715,80502,1,object662.jpg,0.8,0.8,raw/stabvol
79718,80502,0,object280.jpg,0.4,1.0,raw/stabvol
79724,80502,0,object96.jpg,0.6,0.2,raw/stabvol
79733,80502,1,object464.jpg,0,0.0,raw/stabvol
79736,80502,0,object195.jpg,1,0.6,raw/stabvol
79739,80502,1,object575.jpg,0.4,0.4,raw/stabvol
79742,80502,1,object576.jpg,0.6,0.6,raw/stabvol
79745,80502,0,object590.jpg,0.2,0.8,raw/stabvol
79763,80502,0,object532.jpg,1,0.2,raw/stabvol
79766,80502,0,object189.jpg,1,0.6,raw/stabvol
79769,80502,0,object460.jpg,0.6,0.2,raw/stabvol
79775,80502,1,object179.jpg,0.4,0.4,raw/stabvol
79790,80502,0,object178.jpg,0.6,0.0,raw/stabvol
79832,80502,0,object201.jpg,1,,raw/stabvol
79835,80502,1,object456.jpg,1,1.0,raw/stabvol
79853,80502,0,object428.jpg,0.4,,raw/stabvol
79889,80502,0,object454.jpg,0.6,,raw/stabvol
79922,29579,1,object258.jpg,0.6,0.6,raw/stabvol
79925,29579,0,object200.jpg,1,0.4,raw/stabvol
79943,29579,1,object550.jpg,0,0.0,raw/stabvol
79946,29579,0,object112.jpg,0.2,0.4,raw/stabvol
79961,29579,0,object301.jpg,0.6,0.8,raw/stabvol
79970,29579,1,object176.jpg,1,1.0,raw/stabvol
79973,29579,0,object631.jpg,0.8,0.6,raw/stabvol
79979,29579,0,object421.jpg,0.6,0.8,raw/stabvol
80012,29579,0,object141.jpg,0,,raw/stabvol
80048,29579,1,object528.jpg,1,1.0,raw/stabvol
80069,29579,0,object392.jpg,0,0.2,raw/stabvol
80072,29579,0,object383.jpg,0.4,0.2,raw/stabvol
80075,29579,0,object318.jpg,0.4,0.2,raw/stabvol
80096,29579,0,object162.jpg,0,,raw/stabvol
80135,29579,0,object527.jpg,0.2,,raw/stabvol
80165,94995,0,object559.jpg,0.2,,raw/stabvol
80177,94995,0,object404.jpg,0.4,0.8,raw/stabvol
80183,94995,1,object201.jpg,0,0.0,raw/stabvol
80204,94995,0,object254.jpg,0.4,,raw/stabvol
80222,94995,0,object467.jpg,0.6,0.4,raw/stabvol
80225,94995,0,object241.jpg,0.2,1.0,raw/stabvol
80351,94995,1,object549.jpg,0.6,0.6,raw/stabvol
80363,94995,0,object413.jpg,0,,raw/stabvol
80405,53063,0,object135.jpg,1,0.2,raw/stabvol
80411,53063,0,object470.jpg,0.8,,raw/stabvol
80414,53063,0,object623.jpg,0.6,,raw/stabvol
80420,53063,0,object302.jpg,0.6,0.4,raw/stabvol
80432,53063,0,object395.jpg,0.6,,raw/stabvol
80435,53063,1,object162.jpg,0.4,0.4,raw/stabvol
80438,53063,0,object348.jpg,0.6,0.0,raw/stabvol
80447,53063,0,object486.jpg,0.6,0.0,raw/stabvol
80450,53063,0,object578.jpg,0.4,0.8,raw/stabvol
80456,53063,1,object381.jpg,0.6,0.6,raw/stabvol
80477,53063,0,object441.jpg,0.8,1.0,raw/stabvol
80480,53063,0,object413.jpg,0.6,,raw/stabvol
80534,53063,0,object422.jpg,0.6,,raw/stabvol
80540,53063,0,object252.jpg,0.6,0.2,raw/stabvol
80585,53063,0,object367.jpg,0.4,0.8,raw/stabvol
80612,53063,0,object58.jpg,0.4,,raw/stabvol
80648,58727,0,object640.jpg,0.6,0.0,raw/stabvol
80657,58727,0,object402.jpg,0.6,0.0,raw/stabvol
80711,58727,0,object491.jpg,0.8,1.0,raw/stabvol
80837,58727,0,object89.jpg,0.6,,raw/stabvol
